form_name,packet,question,var_name,missingness,conformity,response_labels,data_type,branching_logic
a1,I,"6. Have you ever been diagnosed by a medical doctor or other health professional with an intersex condition or a ""Difference of Sex Development (DSD)"" or were you born with (or developed naturally in puberty) genitals, reproductive organs, and/or chromosomal patterns that do not fit standard definitions of male or female?",INTERSEX,Always,"Integers 0-1,8,9","0, No|1, Yes|9, Don't know|8, Prefer not to answer",Integer,
a1,I,7a. Sexual Orientation--Lesbian or Gay,SEXORNGAY,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7b. Sexual Orientation--Straight/Heterosexual,SEXORNHET,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7c. Sexual Orientation--Bisexual,SEXORNBI,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7d. Sexual Orientation--Two-Spirit,SEXORNTWOS,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7e. Sexual Orientation--I use a different term,SEXORNOTH,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7e1. Sexual Orientation--I use a different term (specify),SEXORNOTHX,Conditional (e.g. skip pattern),text,,String,
a1,I,7f. Sexual Orientation--Don't know,SEXORNDNK,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,7g. Sexual Orientation--Prefer not to answer,SEXORNNOAN,Conditional (e.g. skip pattern),1 or blank,,Integer,
a1,I,8. What is your primary language?,PREDOMLAN,Always,"Integer 1-3, 8, 9","1, English|2, Spanish|3, Chinese dialect|8, Other|9, Don't know",Integer,
a1,I,8a. Participant's primary language--Other(specify),PREDOMLANX,Conditional (e.g. skip pattern),text,,String,[predomlan] = '8'
a1,I,9. Are you left- or right-handed?,HANDED,Always,"Integers 1-3, 9","1, Left-handed|2, Right-handed|3, Ambidextrous|9, Don't know",Integer,
a1,I,10a. How many years of education have you completed?,EDUC,Always,"Integers 0-36, 99","0, 0|1, 1|2, 2|3, 3|4, 4|5, 5|6, 6|7, 7|8, 8|9, 9|10, 10|11, 11|12, 12|13, 13|14, 14|15, 15|16, 16|17, 17|18, 18|19, 19|20, 20|21, 21|22, 22|23, 23|24, 24|25, 25|26, 26|27, 27|28, 28|29, 29|30, 30|31, 31|32, 32|33, 33|34, 34|35, 35|36, 36|99, 99 = Unknown",Integer,
a1,I,10b. What is your highest achieved level of education?,LVLEDUC,Always,"Integers 1-6, 9","1, Less than high school|2, High school or GED|3, Some college|4, Bachelor's degree|5, Master's degree|6, Doctorate|9, Don't know",Integer,
a1,I,11. What is your current marital status?,MARISTAT,Always,"Integers 1-6, 9","1, Married|2, Widowed|3, Divorced|4, Separated|5, Never married (or marriage was annulled)|6, Living as married / domestic partner|9, Don't know",Integer,
a1,I,12. What is your living situation?,LIVSITUA,Always,"Integers 1-6, 9","1, Live alone|2, Live with one other person: a spouse or partner|3, Live with one other person: a relative, friend, or roommate|4, Live with caregiver who is not spouse/partner, relative, or friend|5, Live with a group (related or not related) in a private residence|6, Live in group home (e.g., assisted living, nursing home, convent)|9, Don't know",Integer,
a1,I,13. What is your primary type of residence?,RESIDENC,Always,"Integers 1-4, 6, 9","1, Single- or multi-family private residence (apartment, condo, house)|2, Retirement community or independent group living|3, Assisted living, adult family home, or boarding home|4, Skilled nursing facility, nursing home, hospital, or hospice|5, Do not have housing (e.g., staying with others, in a hotel, in a shelter, living outside on the street, on a beach, in a car, or in a park)|9, Don't know",Integer,
a1,I,14. What are the first three digits of the ZIP code of your primary residence?,ZIP,Conditional (e.g. skip pattern),"006-999, or blank",,String,
a1,I,"15. Have you ever served on active duty in the U.S. Armed Forces, military Reserves, or National Guard?",SERVED,Always,"Integers 0-1,9","0, No|1, Yes|9, Don't know",Integer,
a1,I,16. Have you ever obtained medical care or prescription drugs from a Veterans Affairs (VA) facility?,MEDVA,Conditional (e.g. skip pattern),"Integers 0-1,9","0, No|1, Yes|9, Don't know",Integer,
a1,I,17. How much time each week do you spend performing activities that cause large increases in breathing or heart rate for at least 10 minutes continuously?,EXRTIME,Always,"Integers 1-4,8,9","1, None|2, 1 hour or less|3, 2.5 hours or less|4, More than 2.5 hours|8, Prefer not to answer|9, Don't know",Integer,
a1,I,18. Do you feel like your memory is becoming worse?,MEMWORS,Always,"Integers 0-2,9","0, No|1, Yes, but this does not worry me|2, Yes, and this worries me|9, Don't know / Prefer not to answer",Integer,
a1,I,19. About how often do you have trouble remembering things?,MEMTROUB,Always,"Integers 1-5,9","1, Never|2, Rarely|3, Sometimes|4, Often|5, Very often|9, Don't know / Prefer not to answer",Integer,
a1,I,"20. Compared to 10 years ago, would you say that your memory is much worse, a little worse, the same, a little better, or much better?",MEMTEN,Always,"Integers 1-5,9","1, Much better|2, A little better|3, The same|4, A little worse|5, Much worse|9, Don't know / Prefer not to answer",Integer,
a1,I,21. ADI state-only decile,ADISTATE,Conditional (e.g. skip pattern),"1-10, or blank",,Integer,
a1,I,22. ADI national percentile,ADINAT,Conditional (e.g. skip pattern),"1-100,or blank",,Integer,
a1,I,23. Participant's primary occupation throughout their working life,PRIOCC,Conditional (e.g. skip pattern),"100-731, or blank","100, 100 - Major professionals/ Higher Executives/ Proprietors of Large Concerns|101, 101 - Actuaries|102, 102 - Architects|103, 103 - Bank officers|104, 104 - Certified public accountants|105, 105 - Chief executives (CEO, CFO, COO)|106, 106 - Clergy (professionally trained)|107, 107 - Commissioned officers in the military|108, 108 - Dentists|109, 109 - Economists|110, 110 - Engineers (Masters level and above)|111, 111 - Financial managers|112, 112 - Federal government officials|113, 113 - Large business owners|114, 114 - Lawyers / judges|115, 115 - Mathematicians|116, 116 - Major contractors|117, 117 - Orthodontists|118, 118 - Physicians|119, 119 - Professor / University teachers|120, 120 - Psychologists|121, 121 - Research scientists|122, 122 - Urban and regional planners|123, 123 - Veterinarians|124, 124 - VP of large business|200, 200 - Lesser Professionals/ Business Managers of Medium-sized Businesses|201, 201 - Accountants|202, 202 - Advertising executives|203, 203 - Authors|204, 204 - Branch managers|205, 205 - Building contractors|206, 206 - Business managers|207, 207 - Chiropractors|208, 208 - Computer programmer|209, 209 - Computer specialists|210, 210 - Database developer|211, 211 - Editors|212, 212 - Engineers (no advanced degree)|213, 213 - Executive managers|214, 214 - Industrial farm owners|215, 215 - Furniture business owners|216, 216 - Jewelers|217, 217 - Labor relations consultant|218, 218 - Librarians|219, 219 - Manufacturing owners|220, 220 - Medium business owners|221, 221 - Musicians / composers|222, 222 - Nurses|223, 223 - Office managers|224, 224 - Opticians|225, 225 - Personnel managers|226, 226 - Pharmacists|227, 227 - Pilots|228, 228 - Police chief / sheriff|229, 229 - Postmaster|230, 230 - Production managers (TV / Radio)|231, 231 - Public administration officials|232, 232 - Public health officers|233, 233 - Purchasing managers|234, 234 - Real estate brokers|235, 235 - Research assistants|236, 236 - Sales engineers|237, 237 - Sales managers|238, 238 - Social workers|239, 239 - State / Local government officials|240, 240 - Teachers (Elementary & high school)|300, 300 - Administrative Personnel/Small Business Owners/ Minor Professionals|301, 301 - Actors|302, 302 - Administrative assistants|303, 303 - Advertising agents|304, 304 - Artists|305, 305 - Bakers|306, 306 - Beauty shop owners|307, 307 - Chefs|308, 308 - Chief clerks|309, 309 - Clergy (not professionally trained)|310, 310 - Court reporters|311, 311 - Credit managers|312, 312 - Dental hygienists|313, 313 - Department store managers|314, 314 - Deputy sheriffs|315, 315 - Dietitians / Nutritionists|316, 316 - Dispatchers|317, 317 - Florists|318, 318 - Funeral directors|319, 319 - Insurance agents|320, 320 - Laboratory assistants|321, 321 - Landscape planners|322, 322 - Noncommissioned officers in the military (at or above rank of master sergeant / C.P.O.)|323, 323 - Morticians|324, 324 - Newspaper / TV reporters|325, 325 - Photographers|326, 326 - Piano teachers|327, 327 - Radio / TV announcers|328, 328 - Real estate agents|329, 329 - Restaurant owners|330, 330 - Sales representatives|331, 331 - Service managers|332, 332 - Small business owners|333, 333 - Store managers|334, 334 - Surveyors|335, 335 - Title searchers|336, 336 - Tool designers|337, 337 - Traffic managers|338, 338 - Travel agents|339, 339 - Yard masters (Railroad)|400, 400 - Clerical and Sales Workers/Technicians/ Owners of Little Businesses|401, 401 - Bank tellers|402, 402 - Bill collectors|403, 403 - Bookkeepers|404, 404 - Claims examiners|405, 405 - Drafters|406, 406 - Driving teachers|407, 407 - Factory supervisors|408, 408 - Small farm owners / farmers|409, 409 - Flower shop workers|410, 410 - Human resources workers|411, 411 - Laboratory technicians|412, 412 - Newsstand operators|413, 413 - Post office clerks|414, 414 - Railroad conductors|415, 415 - Railroad train engineers|416, 416 - Receptionists|417, 417 - Route managers|418, 418 - Sales clerks|419, 419 - Secretaries / stenographers|420, 420 - Shipping clerks|421, 421 - Tailors|422, 422 - Tax clerks|423, 423 - Telephone company workers|424, 424 - Telephone operators|425, 425 - Timekeepers|426, 426 - Toll collectors|427, 427 - Tower operators|428, 428 - Truck dispatchers|429, 429 - Typists|430, 430 - Utility workers|431, 431 - Warehouse clerks|432, 432 - Window store trimmers|500, 500 - Skilled Manual Employees|501, 501 - Auto body repairers|502, 502 - Barbers|503, 503 - Boiler repairers|504, 504 - Bookbinders|505, 505 - Brewers|506, 506 - Cabinet makers|507, 507 - Carpenters|508, 508 - Cement layers / finishers|509, 509 - Checkers / examiners / inspectors|510, 510 - Cheese makers|511, 511 - Construction forepeople|512, 512 - Die makers|513, 513 - Electricians|514, 514 - Engravers|515, 515 - Exterminators|516, 516 - Firefighters|517, 517 - Gardeners / landscapers|518, 518 - Glassblowers|519, 519 - Glaziers|520, 520 - Gun smiths|521, 521 - Hair stylists|522, 522 - Heavy equipment operators|523, 523 - Home repairs|524, 524 - Iron workers|525, 525 - Kitchen workers / cooks|526, 526 - Locksmiths|527, 527 - Machinists|528, 528 - Mail carriers|529, 529 - Maintenance forepeople|530, 530 - Masons|531, 531 - Mechanics|532, 532 - Millwrights|533, 533 - Noncommissioned officers in the military (below rank of master sergeant / C.P.O.)|534, 534 - Painters|535, 535 - Paperhangers|536, 536 - Patrolmen|537, 537 - Piano builders|538, 538 - Piano tuners|539, 539 - Plumbers|540, 540 - Police officers|541, 541 - Postal workers|542, 542 - Printers|543, 543 - Radio / TV maintenance|544, 544 - Railroad brake operators|545, 545 - Repair people|546, 546 - Seamstresses / seamsters|547, 547 - Sheet metal workers|548, 548 - Ship smiths|549, 549 - Shoe repairers|550, 550 - Steelworkers|551, 551 - Tile layers|552, 552 - Tool makers|553, 553 - Upholsterers|554, 554 - Utility line workers|555, 555 - Weavers|556, 556 - Welders|600, 600 - Machine Operators/ Semiskilled Employees|601, 601 - Apprentices (electrician / printers / etc.)|602, 602 - Assembly line workers|603, 603 - Bartenders|604, 604 - Building superintendents|605, 605 - Bus drivers|606, 606 - Cab / taxi drivers|607, 607 - Cashiers|608, 608 - Child care workers (not private household)|609, 609 - Cooks (short order)|610, 610 - Corrections workers|611, 611 - Delivery people|612, 612 - Dry cleaning pressers|613, 613 - Elevator operators|614, 614 - Enlisted military personnel (other than noncommissioned officers)|615, 615 - Factory machine operators|616, 616 - Factory workers|617, 617 - Foundry workers|618, 618 - Garage and gas station assistants|619, 619 - Greenhouse workers|620, 620 - Guards / security watch people|621, 621 - Machine operators|622, 622 - Meat cutters / packers|623, 623 - Meter readers|624, 624 - Nursing aides / attendants|625, 625 - Oil delivery people|626, 626 - Practical nurses|627, 627 - Pump operators|628, 628 - Receivers / checkers|629, 629 - Servers (waiters / waitresses)|630, 630 - Signal operators (railroad)|631, 631 - Truck drivers|632, 632 - Wood workers|633, 633 - Wrappers (stores / factories)|700, 700 - Unskilled Employees|701, 701 - Amusement park workers|702, 702 - Cafeteria workers|703, 703 - Car cleaners|704, 704 - Child care workers (private household)|705, 705 - Construction laborers|706, 706 - Dairy workers|707, 707 - Deck hands|708, 708 - Farm laborers|709, 709 - Fishers|710, 710 - Freight handlers|711, 711 - Garbage collectors|712, 712 - Grave diggers|713, 713 - Homemakers|714, 714 - House cleaners|715, 715 - Janitors|716, 716 - Junk / recycle sorters|717, 717 - Laundry workers|718, 718 - Messengers|719, 719 - Peddlers|720, 720 - Porters|721, 721 - Roofing laborers|722, 722 - Shoe shiners|723, 723 - Stagehands|724, 724 - Stock handlers|725, 725 - Street cleaners|726, 726 - Unemployed|727, 727 - Unskilled factory workers|728, 728 - Unspecified laborers|729, 729 - Window cleaners|730, 730 - Woodchoppers|731, 731 - Worked while incarcerated",Integer,
a1,I,24. ADRC enrollment type:,SOURCENW,Always,Integers 1-2,"1, Participant is supported primarily by ADRC funding (Clinical Core, Satellite Core, or other ADRC Core or project)|2, Participant is supported primarily by a non-ADRC study (e.g., R01, including non-ADRC grants supporting FTLD module participation)",Integer,
a1,I,25. Principal referral source,REFERSC,Always,"Integers 1-6,8,9","1, Self|2, Non-professional personal contact who is not a current or previous ADRC participant (e.g., spouse/partner, relative, friend, coworker)|3, Current or previous ADRC participant|4, ADRC clinician, staff, or investigator|5, Non-ADRC healthcare professional (e.g., clinician, nurse, social worker)|6, Other research study clinician/staff/investigator (non-ADRC; e.g., ADNI, Women's Health Initiative, LEADS, ALL-FTD)|8, Other|9, Unknown",Integer,
a1,I,25a. Principal referral source - other (specify),REFERSCX,Conditional (e.g. skip pattern),text,,String,
a1,I,"26. If the referral source was a self-referral or a nonprofessional contact, how did the referral source learn of the ADRC?",REFLEARNED,Conditional (e.g. skip pattern),"Integers 1-10,88,99","1, ADRC sponsored event|2, Event sponsored by an external organization (e.g., Alzheimer's Association event, institution sponsored venue, community health fair, professional conference)|3, Newsletter (mailed or digital)|4, Study flyer/brochure (mailed or digital)|5, Center website|6, Center social media|7, Center registry|8, Website|9, Media|10, Registry|88, Other|99, Unknown",Integer,[refersc] = '1' or [refersc] = '2'
a1,I,26a. Center social media - specify,REFCTRSOCX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '6'
a1,I,26b. Center registry - specify,REFCTRREGX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '7'
a1,I,26c. Other website - specify,REFOTHWEBX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '8'
a1,I,26d. Other media - specify,REFOTHMEDX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '9'
a1,I,26e. Other registry - specify,REFOTHREGX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '10'
a1,I,26f. Other - specify,REFOTHX,Conditional (e.g. skip pattern),text,,String,[reflearned] = '88'
